0	0	0	0	0	8.120520941037453
0	0	0	0	1	3.4835690483995267
0	0	0	0	2	3.193235020374094
0	0	0	0	3	3.008163151565521
0	0	0	0	4	4.330212557386369
0	0	0	1	0	0.21333280253620096
0	0	0	1	1	-1.6765549423727368
0	0	0	1	2	-1.8563583458730353
0	0	0	1	3	-2.801761976589844
0	0	0	1	4	-1.422210898159129
0	0	0	2	0	-1.7009225668147865
0	0	0	2	1	-3.5589984194655346
0	0	0	2	2	-3.3667076709074895
0	0	0	2	3	-0.9795034530703348
0	0	0	2	4	-1.9996459675428473
0	0	1	0	0	8.867677890123582
0	0	1	0	1	4.765613302616671
0	0	1	0	2	4.355985310534522
0	0	1	0	3	5.140935896216369
0	0	1	0	4	4.170589598021996
0	0	1	1	0	2.387511650192735
0	0	1	1	1	1.4130689060267492
0	0	1	1	2	1.0763717776179862
0	0	1	1	3	1.0660011098629785
0	0	1	1	4	1.0563850526065115
0	0	1	2	0	1.8444780864866157
0	0	1	2	1	-0.6323653231094817
0	0	1	2	2	-0.2003287094224311
0	0	1	2	3	0.3464669825317051
0	0	1	2	4	-0.08701203248166721
0	0	2	0	0	6.9035949517128765
0	0	2	0	1	4.485765288221289
0	0	2	0	2	4.838624824058485
0	0	2	0	3	3.984128018906667
0	0	2	0	4	4.305808067159009
0	0	2	1	0	2.193101130082885
0	0	2	1	1	0.9085368675000148
0	0	2	1	2	0.9728093726338949
0	0	2	1	3	0.9067472493175874
0	0	2	1	4	0.8842247339409622
0	0	2	2	0	1.6529832463948342
0	0	2	2	1	0.7541912113490546
0	0	2	2	2	0.6591573364061774
0	0	2	2	3	0.3430968435592986
0	0	2	2	4	0.6490741476654229
0	1	0	0	0	3.532214089719795
0	1	0	0	1	3.4779592602735523
0	1	0	0	2	2.8621284560512343
0	1	0	0	3	1.5667525903645643
0	1	0	0	4	2.4341764961457004
0	1	0	1	0	0.8872043162771921
0	1	0	1	1	-2.4089949782934585
0	1	0	1	2	-3.153101821981381
0	1	0	1	3	-2.4618785829361367
0	1	0	1	4	-2.6525703072034164
0	1	0	2	0	-0.39356880351720597
0	1	0	2	1	-3.2300638259722905
0	1	0	2	2	-3.457429361340323
0	1	0	2	3	-6.155846148594615
0	1	0	2	4	-4.504259821255491
0	1	1	0	0	7.750191809305373
0	1	1	0	1	4.537404956253277
0	1	1	0	2	4.058740178231557
0	1	1	0	3	4.218692232220219
0	1	1	0	4	3.539459139435364
0	1	1	1	0	2.298796677991858
0	1	1	1	1	0.8089000151904963
0	1	1	1	2	0.796009373665117
0	1	1	1	3	0.8967341219973765
0	1	1	1	4	0.3971850890366071
0	1	1	2	0	1.106232130131056
0	1	1	2	1	-0.30885291212077837
0	1	1	2	2	-0.1918774521071474
0	1	1	2	3	-0.4242604377274376
0	1	1	2	4	-0.266123149257508
0	1	2	0	0	8.309920548703618
0	1	2	0	1	3.2367625848696067
0	1	2	0	2	3.2270915248871317
0	1	2	0	3	4.443425945073811
0	1	2	0	4	3.4785267661012687
0	1	2	1	0	1.2754638309405115
0	1	2	1	1	0.6423551386524995
0	1	2	1	2	0.17817540746698657
0	1	2	1	3	0.7863958434828142
0	1	2	1	4	0.5048083496710919
0	1	2	2	0	1.0690789647858887
0	1	2	2	1	0.13216718456395865
0	1	2	2	2	0.1806663518421275
0	1	2	2	3	0.47280517639786357
0	1	2	2	4	0.08371822289590138
0	2	0	0	0	6.114319250145334
0	2	0	0	1	-2.6652071573184863
0	2	0	0	2	-3.477612789672364
0	2	0	0	3	-3.336943899842266
0	2	0	0	4	0.5928277305669231
0	2	0	1	0	-4.924353065420212
0	2	0	1	1	-5.398912600624945
0	2	0	1	2	-5.152088323543592
0	2	0	1	3	-4.963901102504042
0	2	0	1	4	-4.566356729863547
0	2	0	2	0	-6.44091388952238
0	2	0	2	1	-6.448191763909706
0	2	0	2	2	-6.85054907232159
0	2	0	2	3	-6.697139465986686
0	2	0	2	4	-8.571548694239368
0	2	1	0	0	7.067247000931023
0	2	1	0	1	2.828065888619665
0	2	1	0	2	2.3643102231740785
0	2	1	0	3	3.0760254787464087
0	2	1	0	4	1.0575807128938464
0	2	1	1	0	0.4948282380140457
0	2	1	1	1	-1.833119646990879
0	2	1	1	2	-1.265331341649836
0	2	1	1	3	-0.926297823011236
0	2	1	1	4	-0.6516906313200198
0	2	1	2	0	0.8646872041586766
0	2	1	2	1	-3.1369260893451036
0	2	1	2	2	-2.1771218622720796
0	2	1	2	3	-4.15643039254215
0	2	1	2	4	-2.7074568921967037
0	2	2	0	0	6.113977567422737
0	2	2	0	1	2.245725115580043
0	2	2	0	2	3.116508277418958
0	2	2	0	3	2.246069530428702
0	2	2	0	4	2.164854428191803
0	2	2	1	0	1.3346920274058411
0	2	2	1	1	-0.5393258438844555
0	2	2	1	2	-0.9538185985305259
0	2	2	1	3	-0.6688685767410896
0	2	2	1	4	-0.30396723119556934
0	2	2	2	0	-0.41615584053448745
0	2	2	2	1	-0.9863566563442034
0	2	2	2	2	-0.38960888228815893
0	2	2	2	3	-0.36990001044114645
0	2	2	2	4	-0.7419484007938166
1	0	0	0	0	0.2876976868964276
1	0	0	0	1	0.19798540243810997
1	0	0	0	2	0.23432910233459092
1	0	0	0	3	0.24214671133051638
1	0	0	0	4	0.18071519940726735
1	0	0	1	0	0.08497766707376746
1	0	0	1	1	-0.0204535187643841
1	0	0	1	2	0.3516192901557469
1	0	0	1	3	-0.08161442110973721
1	0	0	1	4	0.0914016875225232
1	0	0	2	0	0.13417621880949607
1	0	0	2	1	0.15427364290934126
1	0	0	2	2	-1.0574509745351481
1	0	0	2	3	0.11389433314233438
1	0	0	2	4	0.07954606036939373
1	0	1	0	0	0.4659572460620056
1	0	1	0	1	0.8227901278235936
1	0	1	0	2	1.4236668939995223
1	0	1	0	3	1.3367880553601665
1	0	1	0	4	0.02840623309776591
1	0	1	1	0	0.7150031223641817
1	0	1	1	1	0.29631408460519026
1	0	1	1	2	0.30774769246972605
1	0	1	1	3	0.4579427431917027
1	0	1	1	4	0.44733766643462247
1	0	1	2	0	0.07188734151569395
1	0	1	2	1	0.28349679652244025
1	0	1	2	2	0.270289139973179
1	0	1	2	3	0.29127038321047244
1	0	1	2	4	0.2550016143818407
1	0	2	0	0	0.5986729546434595
1	0	2	0	1	2.7490218385300254
1	0	2	0	2	0.20640842467020315
1	0	2	0	3	0.3212986844401935
1	0	2	0	4	0.2000507193793838
1	0	2	1	0	0.912387414464735
1	0	2	1	1	0.13099052109731507
1	0	2	1	2	0.17965355162328966
1	0	2	1	3	0.13912327328261181
1	0	2	1	4	0.11971361097060612
1	0	2	2	0	0.5908082302147791
1	0	2	2	1	0.3751421209717288
1	0	2	2	2	0.33874589976479824
1	0	2	2	3	0.47745137748117533
1	0	2	2	4	0.38942440050878796
1	1	0	0	0	0.11502626337925492
1	1	0	0	1	0.9474524166141934
1	1	0	0	2	2.69071872745165
1	1	0	0	3	0.014674555682270163
1	1	0	0	4	0.04872056972006811
1	1	0	1	0	-0.21507246974859892
1	1	0	1	1	-0.2449914572905668
1	1	0	1	2	-0.9869648549872478
1	1	0	1	3	-0.7194746414347001
1	1	0	1	4	-1.1439473402128333
1	1	0	2	0	-0.19551913352297895
1	1	0	2	1	-0.2566112917763842
1	1	0	2	2	-1.2357017380831354
1	1	0	2	3	-0.12329616282625336
1	1	0	2	4	-0.7097273856788074
1	1	1	0	0	9.323516587220212
1	1	1	0	1	0.21757384993657997
1	1	1	0	2	3.5256904033767755
1	1	1	0	3	6.501070775754542
1	1	1	0	4	1.0051928823790224
1	1	1	1	0	-1.9094308516718985
1	1	1	1	1	-0.6677583287805978
1	1	1	1	2	-0.8669287160010501
1	1	1	1	3	-0.7115328142039525
1	1	1	1	4	-1.2078243906060713
1	1	1	2	0	0.3690861950282056
1	1	1	2	1	-0.05426331233992823
1	1	1	2	2	0.22526393809278067
1	1	1	2	3	-0.22187686819235583
1	1	1	2	4	-0.6280298811271445
1	1	2	0	0	0.41941659647975305
1	1	2	0	1	0.7630997398030692
1	1	2	0	2	0.6406800435454283
1	1	2	0	3	0.07479925795761044
1	1	2	0	4	0.35072508791717916
1	1	2	1	0	0.644271570228774
1	1	2	1	1	-0.20001492567498408
1	1	2	1	2	-0.962956694889437
1	1	2	1	3	-0.8121890779090911
1	1	2	1	4	-0.7812677120686926
1	1	2	2	0	0.7541169990465322
1	1	2	2	1	-0.13998666705984766
1	1	2	2	2	-0.004002423342183935
1	1	2	2	3	0.06055392106257579
1	1	2	2	4	0.027362256112653437
1	2	0	0	0	0.5854163714930796
1	2	0	0	1	0.1187703548635326
1	2	0	0	2	0.3733083521919274
1	2	0	0	3	0.6072480277160337
1	2	0	0	4	0.17262065281480543
1	2	0	1	0	-2.0564365989167412
1	2	0	1	1	-0.8691898260142812
1	2	0	1	2	-0.7371714168459624
1	2	0	1	3	-0.59198480482151
1	2	0	1	4	-3.6936128467138216
1	2	0	2	0	-2.851092524903045
1	2	0	2	1	-0.08214987638036059
1	2	0	2	2	-0.5426727800699831
1	2	0	2	3	0.017458469781747255
1	2	0	2	4	0.1903473301391049
1	2	1	0	0	6.331486373148273
1	2	1	0	1	0.4919066626092788
1	2	1	0	2	0.2692712909806969
1	2	1	0	3	0.1050507098327671
1	2	1	0	4	0.18428650098984556
1	2	1	1	0	-1.183626042755199
1	2	1	1	1	-2.533400559009209
1	2	1	1	2	-2.046034245454007
1	2	1	1	3	-1.6343745226683917
1	2	1	1	4	-2.184818976035974
1	2	1	2	0	0.10004267040707682
1	2	1	2	1	-0.7851452201874914
1	2	1	2	2	-0.020383608601568404
1	2	1	2	3	-1.0388975878083262
1	2	1	2	4	-0.37424290810398264
1	2	2	0	0	0.27427451593603125
1	2	2	0	1	0.5877723955947628
1	2	2	0	2	0.2737028276252109
1	2	2	0	3	0.10809493126978054
1	2	2	0	4	0.5353686118410826
1	2	2	1	0	-1.4468430937825425
1	2	2	1	1	-2.499075445609821
1	2	2	1	2	-2.099401271903324
1	2	2	1	3	-1.5687594965527367
1	2	2	1	4	-1.3400396375209205
1	2	2	2	0	-0.04601677421339542
1	2	2	2	1	-0.5323995785380192
1	2	2	2	2	-0.7792989531401733
1	2	2	2	3	-0.46050664702154526
1	2	2	2	4	-0.16102102905075838
2	0	0	0	0	0.472086155593498
2	0	0	0	1	0.3816138409062061
2	0	0	0	2	0.03522386741775008
2	0	0	0	3	0.8028997955503501
2	0	0	0	4	0.7949438921873241
2	0	0	1	0	0.07369434400874775
2	0	0	1	1	0.583232875818
2	0	0	1	2	0.48569873983487866
2	0	0	1	3	0.9054593912224659
2	0	0	1	4	0.59798950165087
2	0	0	2	0	0.22864313684041504
2	0	0	2	1	0.40201291389382166
2	0	0	2	2	0.1038909180088805
2	0	0	2	3	0.8851161502605863
2	0	0	2	4	0.48288030841575336
2	0	1	0	0	0.5746429009658592
2	0	1	0	1	0.8321413222010982
2	0	1	0	2	0.5575886503344912
2	0	1	0	3	0.7077588262069809
2	0	1	0	4	0.3652850211237537
2	0	1	1	0	0.22640712675916774
2	0	1	1	1	0.927039705587521
2	0	1	1	2	0.3963724601879465
2	0	1	1	3	0.2351993958860098
2	0	1	1	4	0.985082831733894
2	0	1	2	0	0.1464561877113495
2	0	1	2	1	0.5689378186440249
2	0	1	2	2	0.8557325315295129
2	0	1	2	3	0.5988255914792047
2	0	1	2	4	0.5206342084515507
2	0	2	0	0	0.8231721783115049
2	0	2	0	1	0.5528556892102215
2	0	2	0	2	0.7328506115049174
2	0	2	0	3	0.5102844743708421
2	0	2	0	4	0.9625761464393454
2	0	2	1	0	0.8677320135506976
2	0	2	1	1	0.8259400555829628
2	0	2	1	2	0.2786953682210036
2	0	2	1	3	0.5410302870378854
2	0	2	1	4	0.09442705998038248
2	0	2	2	0	0.519529983364531
2	0	2	2	1	0.5650177720711813
