2	0	2	2	2	0.10840447449145751
2	0	2	2	3	0.38959441565664127
2	0	2	2	4	0.2904313466049564
2	1	0	0	0	0.8207723126396919
2	1	0	0	1	0.41941737630000986
2	1	0	0	2	0.7036431371060821
2	1	0	0	3	0.3868956789102773
2	1	0	0	4	0.7354458609085552
2	1	0	1	0	0.3767726477983988
2	1	0	1	1	0.15998950265617295
2	1	0	1	2	0.2792644374262443
2	1	0	1	3	0.6514416300288215
2	1	0	1	4	0.019637683344974732
2	1	0	2	0	0.8046080586527621
2	1	0	2	1	0.1277965586859493
2	1	0	2	2	0.41847240225662397
2	1	0	2	3	0.43981944012119345
2	1	0	2	4	0.2690601671502729
2	1	1	0	0	0.4426280929440908
2	1	1	0	1	0.17438446868714574
2	1	1	0	2	0.11053128834691028
2	1	1	0	3	0.7482903460121886
2	1	1	0	4	0.24959408616804424
2	1	1	1	0	0.8536649834177359
2	1	1	1	1	0.7464338234965411
2	1	1	1	2	0.19657702794614595
2	1	1	1	3	0.9865474224194798
2	1	1	1	4	0.06492330513356248
2	1	1	2	0	0.47867110199940066
2	1	1	2	1	0.9871989006398022
2	1	1	2	2	0.20162730062580603
2	1	1	2	3	0.16379252038526415
2	1	1	2	4	0.8249140670974333
2	1	2	0	0	0.26509534645426713
2	1	2	0	1	0.0808514908420096
2	1	2	0	2	0.4736742366024199
2	1	2	0	3	0.6619604413587469
2	1	2	0	4	0.11340114733859541
2	1	2	1	0	0.9505705534618275
2	1	2	1	1	0.513976614088143
2	1	2	1	2	0.167230724345945
2	1	2	1	3	0.8275870988004826
2	1	2	1	4	0.5497367037345777
2	1	2	2	0	0.3501171524432961
2	1	2	2	1	-0.16690527860390914
2	1	2	2	2	-0.30341859828771334
2	1	2	2	3	-0.1855994444390157
2	1	2	2	4	-0.33063055294903837
2	2	0	0	0	0.6987998987332859
2	2	0	0	1	0.21326568832140458
2	2	0	0	2	0.4943874123173402
2	2	0	0	3	0.8957193791779079
2	2	0	0	4	0.5288964690342235
2	2	0	1	0	0.8965047200719451
2	2	0	1	1	0.6355842634145081
2	2	0	1	2	0.3638593654238619
2	2	0	1	3	0.08767315272516785
2	2	0	1	4	0.7183933819051556
2	2	0	2	0	0.7950519987168517
2	2	0	2	1	0.2583305728107864
2	2	0	2	2	0.903119555977584
2	2	0	2	3	0.31741480990724014
2	2	0	2	4	0.8376296782121708
2	2	1	0	0	0.36163560046285914
2	2	1	0	1	0.3970498914140279
2	2	1	0	2	0.5522280063845334
2	2	1	0	3	0.058980940640212975
2	2	1	0	4	0.12540273251310363
2	2	1	1	0	0.9671466092659269
2	2	1	1	1	0.3355685764040949
2	2	1	1	2	0.2185125373890635
2	2	1	1	3	0.5856431928392254
2	2	1	1	4	0.8350190993862208
2	2	1	2	0	0.8982651319905695
2	2	1	2	1	0.830632732810573
2	2	1	2	2	0.7537936976467309
2	2	1	2	3	0.8619681756621929
2	2	1	2	4	0.989017183542913
2	2	2	0	0	0.26027843369240167
2	2	2	0	1	0.3842094154203405
2	2	2	0	2	0.6054360016954031
2	2	2	0	3	0.5009317649834876
2	2	2	0	4	0.13055432104600617
2	2	2	1	0	0.5197494697868686
2	2	2	1	1	0.9916602637059251
2	2	2	1	2	0.2824177291995703
2	2	2	1	3	0.043490787226139194
2	2	2	1	4	0.49932307629959616
2	2	2	2	0	-0.3038336864920361
2	2	2	2	1	-1.7476555833069691
2	2	2	2	2	-1.4899222318023593
2	2	2	2	3	-1.0181635300232155
2	2	2	2	4	-1.029129002384589
